ime,datum 
Ricardo Ribas,08.10.1977
Michele Chardonnet,27.10.1956
Hector Cotto,08.08.1984
Tarek Boukensa,19.11.1981
J Norman Patterson,
Yohann Diniz,01.01.1978
Jeremy Wariner,31.01.1984
Jillian Schwartz,19.09.1979
Inessa Kravets,05.10.1966
Anna Wlodarczyk,24.03.1951
Laid Bessou,05.02.1976
Francis Lane,23.09.1874
Daimi Pernia,27.12.1976
Katerina Cechova,21.03.1988
Hernan Andrade,
Wilhelm Ubler,28.02.1889
Warren Rex Jay Cawley,06.07.1940
Karin Mey Melis,31.05.1983
Zsolt Kurtosi 1,21.03.1971
Edward Orval Gourdin,10.08.1897
Lopez Lomong,01.01.1985
Nils Bergstrom 1,
Emilie Menuet,27.09.1991
Henri Lauvaux,09.10.1900
Marcel Van Der Westen,01.08.1976
Nenad Filipovic,05.10.1978
Bror Olsson,20.05.1893
Arturo Malaquias,16.04.1975
Arthur Jonath,09.09.1909
Juan Andres,25.10.1963
Dylan Armstrong,15.01.1981
Xuezhu Jing,20.04.1975
Jutamass Thavoncharoen,21.12.1981
Masayoshi Ochiai,30.11.1909
Eric Liddell,16.01.1902
Malcolm Ward Metcalf,29.05.1910
Thore Enochsson,17.11.1908
Davide Milesi,27.12.1964
Fritz Erik Elmsa Ter,07.10.1919
Brand Bram Evers 2,
Etienne Gailly,26.11.1922
Joao Vieira,20.02.1976
Salvatore Morale,04.11.1938
Helga Seidler,05.08.1949
Labidi Dali,04.05.1922
Eugene Bayon,
Maurizio Damilano,06.04.1957
Jean Thompson,15.10.1910
Bahadur Bhakta,30.11.1946
Steven John Barry,25.10.1950
Carl Winckler,
Veronica Nyaruai Wanjiru,29.10.1989
Walter Edward Red,06.03.1942
Aaron Armstrong,14.10.1977
Libor Charfreitag,11.09.1977
Evans Kiplagat Barkowet,05.03.1988
Clifford Brooks,19.08.1944
Oskar Heks,10.04.1908
Thelma Ann Chr Jones,15.06.1932
Juvenal Rocha,03.05.1948
Jeong Eun Lee,13.09.1994
Evan Robertson,14.06.1948
Gareth Warburton,23.04.1983
Celma Da Graca Soares Bonfim,23.12.1977
Maria Yakovenko,06.01.1982
William Van Dijck,24.01.1961
Martin Vrabel,21.09.1955
Andras Haklits,23.09.1977
Rutendo Joan Nyahora,11.11.1988
John Macfarlane Holland,20.12.1926
Oleg Kulkov,06.03.1978
Urszula Wlodarczyk,22.12.1965
Siska Sinikka Heikkila,23.12.1921
Antony Gillet,07.02.1976
Labh Singh,25.04.1939
Nikoleta Kyriakopoulou,21.03.1986
Hugo Lahtinen,29.11.1891
Filippos Filippou,29.09.1956
Nadezhda Wijenberg,02.04.1964
Ivan Emilianov,19.02.1977
Shang Yan Cai,25.09.1962
Franjo Mihalic,09.03.1920
Shelayna Oskan Clarke,20.01.1990
Mi Gyong Kim,17.10.1991
Svend Erik Olaf Sorensen,30.11.1917
Hildegard Ullrich,20.12.1959
Wayne Johnson,15.09.1902
August Nilsson,15.10.1872
Michiko Shimizu,22.09.1970
Dominique Radutorahalahy,03.08.1944
Edward Leo Farrell,14.06.1886
James Earl Owens,05.07.1955
Tony Washington,16.01.1966
Agnes Herczeg,28.08.1950
Franco Grossi,04.01.1939
Kin Yee Wan,20.07.1975
Thomasrobinsom Moffitt,26.02.1884
Myint Htay,05.07.1973
Philip May,20.09.1944
Qiuyan Huang,25.01.1980
May Allison,29.10.1964
Marina Arzamasova,17.12.1987
Chun Ho Lai,05.02.1989
Duhaeng Lee,25.12.1981
Adam Szepesi,12.04.1945
Lucyna Langer,09.01.1956
Anne Marie Lauck,07.03.1969
Herbert Mckenley,10.07.1922
Evelin Talts,18.06.1977
Lorna Griffin,09.06.1956
Viktor Yevsyukov,06.10.1956
Armin Guhl,14.09.1907
Birgit Lundstrom,30.09.1911
Alyson Dixon,24.09.1978
John Farrington,02.07.1942
Charles Hewes Jr Moore,12.08.1929
Launceston Elliot,
Ron Clarke,21.02.1937
Andy Stanfield,29.12.1927
Manish Singh,05.05.1991
Patrick Ishyaka,28.07.1972
Edit Vari,31.05.1975
Junko Asari,22.09.1969
Fanny Rosenfeld,28.12.1904
Melania Sinoracka,13.06.1923
Felix Sanchez,30.08.1977
Stephen Mokoka,31.01.1985
Tugce Sahutoglu,01.05.1988
Theodore Corbitt,13.01.1919
Blaine Lindgren,26.06.1939
Mohammed Ghermati,01.01.1898
Juho Julius Saaristo,21.07.1891
Akio Usami,31.05.1943
Charles Hefferon,25.01.1878
Jelena Blazevica,11.05.1970
Severin Moser,23.10.1962
Andrea Reichstein,11.11.1959
Maxwell Warburn Long,16.10.1878
Tadas Suskevicius,22.05.1985
Alena Abramchuk,14.02.1988
Alassan Bah,30.11.1959
Pierre Lacaze,30.11.1924
Jacob Araptany,11.02.1994
Lyudmila Petrova,07.10.1968
Eva Lehocka Gleskova,26.07.1943
Erzhan Askarov,29.09.1985
Anke Behmer,05.06.1961
Sara Moreira,17.10.1985
Silvia Costa,04.05.1964
Tau John Tokwepota,25.06.1956
Ivan Horvat 1,17.08.1993
Sultan Haydar 1,23.05.1987
Juan Li 1,05.10.1968
Rose Richmond,29.01.1981
Aleksandr Kovalenko,08.05.1963
Leonardo Illut,21.09.1956
Paul Pilgrim,26.10.1883
Lucia Klocova,20.11.1983
Tibor Gecsek,22.09.1964
Irving Saladino,23.01.1983
Armando De Vincentiis,11.10.1943
Roger Lespagnard,24.10.1946
Johannes Runge,24.01.1878
Aleksandr Baryshnikov,11.11.1948
Lorraine Moller,01.06.1955
Bohdan Bulakowski,11.01.1950
Lahcene Babaci,04.05.1957
Jozef Schmidt,28.03.1935
Glenn Cunningham,04.08.1909
Rodrigo Moreno,29.04.1966
Montserrat Pujol,27.04.1979
Diego Ordonez Areauz,07.11.1903
Alex Nelson,21.03.1988
Carlos Calado,05.10.1975
Len Taw,
Anatoli Bondarchuk,31.05.1940
Tegla Loroupe,09.05.1973
Constantinos Stathelakos,30.12.1987
Gennadi Solodov,06.10.1934
Jean Chastanie,24.07.1875
Diana Gansky,14.12.1963
Tatyana Tomashova,01.07.1975
Crispin Quispe,13.05.1946
Pekka Matti Tiihonen,29.06.1947
Tom Parsons,05.05.1984
Jozef Repcik,03.08.1986
Alberto Garabito,05.02.1936
Evy Palm,31.01.1942
Louis Monnier,
Laurits Moller Jorgensen,16.12.1896
Odette Lapierre,28.01.1955
Beth Potter,27.12.1991
Dan Song,05.07.1990
Shirley Strong,18.11.1958
Ram Singh Yadav,07.11.1980
Lukas Melich,16.09.1980
Benita Fitzgerald Brown,06.07.1961
Kostas Gatsioudis,17.12.1973
Josef Schaffer,02.07.1891
Gregory Roy Richards,25.04.1956
Gunnar Karlsson Tjornebo,23.07.1927
Gary Honey,26.07.1959
Oscar Zallhagen,25.01.1893
Sonja Kesselschlager,20.01.1978
Nixon Kiprotich,04.12.1962
Victor Peralta Jimenez,16.09.1942
Kurt Felix,04.07.1988
Ada Turci,17.01.1924
Roxroy Cato,05.01.1988
Hans Joachim Zenk,03.06.1952
Thaddeus Shideler,30.11.1883
Alexander Bilek,20.01.1941
Thomas Dwight Eddleman,27.12.1923
Patricia Mamona,21.11.1988
Ricardo Condorri,07.02.1950
Joachim Buchner,08.04.1905
Giuseppe Palmieri,21.02.1902
Lemi Berhanu,13.09.1994
Juichi Nagatani,
Ion Soter,16.05.1927
Mestawet Tufa,05.10.1986
Natalia Rusakova,12.12.1979
Patrick Sang,11.04.1964
Petr Cech,06.01.1949
Aleksandr Makarov,11.02.1951
Tadeusz Gorzechowski,
Ann Wilson,29.09.1949
Larry Myricks,10.03.1956
Maire Osterdahl,12.02.1927
Adrien Deghelt,10.05.1985
Alexi Pappas,28.03.1990
Erick Wainaina,19.12.1973
Guy Butler,25.08.1899
Robert Korzeniowski,30.07.1968
Alberto Cova,01.12.1958
Casey Malone,06.04.1977
Aleksey Pogorelov,26.03.1983
Milkha Singh,17.10.1935
Carmen Romero Ferrer,06.10.1950
Alexander Averbukh,01.10.1974
Emmanuel Bangue,21.07.1971
Lukas Gdula,06.12.1991
Myrtle Bothma,18.02.1964
Myong Chol Jong,11.03.1976
Aniko Kalovics,13.05.1977
Andrei Churyla,19.05.1993
Geoffrey Smith 1,24.10.1953
Nikolay Atanassov,11.12.1974
Jose Maria Raymundo,01.09.1993
Patricia Sarrapio,16.11.1982
Danny Harris,07.09.1965
Boris Matveyev,30.11.1928
Jay Dahlgren,12.07.1948
Samwel Shauri,30.12.1985
Raymond Milton Conger,12.11.1903
Jack Pierce,23.09.1962
Abdoulaye Wagne,30.01.1981
Bob Seagren,17.10.1946
Leonid Grigoryev,17.08.1926
Hameed Al Dousari,12.08.1961
Hipolito Lopez,07.02.1952
Paul Sievert,07.08.1895
Christina Obergfoll,22.08.1981
Gunther Hesselmann,03.08.1925
Maurice Greene,23.07.1974
Giuseppe Beviacqua,28.10.1914
Ana Fidelia Quirot,23.03.1963
Valentina Shaprunova,20.04.1937
Asbel Kipruto Kiprop,30.06.1989
Ciaran Olionaird,11.04.1988
Donald Thomas 1,10.07.1984
Andrew Howe,12.05.1985
Dave Steen,14.11.1959
Pal Szalai,30.06.1892
Krista Duchene,09.01.1977
Natalya Gorbacheva,24.07.1947
Hans Schenk,01.01.1936
Emil Breitkreutz,16.11.1883
Josse Ruth,01.01.1896
Sergey Kirmasov,25.03.1970
Eric Matthias,13.02.1984
Jason Rogers 1,31.08.1991
Jailma De Lima,31.12.1986
Mal Whitfield,11.10.1924
Salomon Kononen,08.06.1916
Sang Chul Lee,01.11.1934
Peter Fonseca,05.10.1966
Franti Ek Janda Suk,25.03.1878
Rosa Mota,29.06.1958
Jonathan Riekmann,20.08.1987
Andrea Matay,27.09.1955
Jennifer Suhr,05.02.1982
Fedora Schenk Solms,09.12.1920
Nancy Mccredie,05.02.1945
Emanuil Dulgerov,27.02.1956
Keston Bledman,08.03.1988
Eder Sanchez,21.05.1986
Oscar Cortinez,04.08.1973
Wieslaw Perszke,18.02.1960
George Johan Marcel Buff,23.11.1874
Shaunae Miller,15.04.1994
William Eugene Pemelton,05.09.1941
Kathrin Neimke,18.07.1966
Sueo Oe,02.08.1914
Braian Toledo,08.09.1993
Anatoli Baranov,02.02.1940
Joanne Henry,02.10.1971
Yahya Berrabah,13.10.1981
Viktor Burayev,23.08.1982
Sandra Lemos,01.01.1989
David Lekuta Rudisha,17.12.1988
Hye Gyong Kim 1,09.03.1993
Dana Abdulrazak,03.01.1986
Ulrike Denk,10.05.1964
Yingnan Guan,25.04.1977
Oldriska Maresova,14.10.1986
Branko Dangubic,22.07.1922
Hans Reimann,24.08.1941
Mindaugas Pukstas,03.08.1978
Takayuki Kishimoto,06.05.1990
Alexander Greaux,22.09.1977
Raisa Smekhnova,16.09.1950
Stefan Holm,25.05.1976
Jouni Kortelainen,09.06.1957
Yuriy Andronov,06.11.1971
Sergey Bakulin,13.11.1986
Leszek Dunecki,02.10.1956
Priscah Jepleting Cherono,27.06.1980
Leah Marlee Pells,09.11.1964
Valeriy Skvortsov,31.05.1945
Anna Rostkowska,26.07.1980
Gerhard Mayer,20.05.1980
Otto Bengtsson,20.08.1921
Yuhuang Liu,25.07.1959
Gaston Etienne,21.02.1902
Thomas Hampson,28.10.1907
Shizo Kanaguri,20.08.1891
Hermann Lingnau,22.10.1936
Odile Ahouanwanou,05.01.1991
Mariem Alaoui Selsouli,08.07.1984
Ryoko Kizaki,21.06.1985
Anastasia Kapachinskaya,20.11.1979
Desiree Davila,26.07.1983
Tariq Ahmed Al Amri,23.12.1990
Andres Silva,27.03.1986
Robert Howard Bennett,09.08.1919
Nafissa Souleymane,18.11.1992
Yrjo Nikkanen,31.12.1914
Earl Eby,18.11.1894
Kyunghee Lim,16.11.1982
Shinji Kawashima,04.06.1966
Jack Green,06.10.1991
Brigitte Foster Hylton,07.11.1974
Henrik Kalocsai,28.11.1940
Alleyne Francique,07.06.1976
Mark Rowland,07.03.1963
Steve Prefontaine,25.01.1951
Marisol Romero,26.01.1983
Mai Ito,23.05.1984
Norbert Elliott,06.11.1962
David Storl,27.07.1990
Rabah Yousif,11.12.1986
Patrick Ndayisenga,28.10.1971
Irina Privalova,22.11.1968
John Regis,13.10.1966
Eino Johannes Evert Kentta,03.11.1906
Vlastimil Zwiefelhofer,20.11.1952
Adolfas Varanauskas,04.02.1934
Augustus Pope,29.11.1898
Jolanda Keizer,05.04.1985
Hyunsub Kim,31.05.1985
Artur Noga,02.05.1988
Khoudir Aggoune,05.01.1981
Inma Clopes,19.01.1968
William Tanui,22.02.1964
Wei Min Yang,10.05.1958
Eeles Landstrom,03.01.1932
Frantz Kruger,22.05.1975
Marco Marchei,02.08.1954
Claude Benard,06.10.1926
Roslinda Samsu,09.06.1982
Kenneth Joseph Matthews,21.06.1934
Virgil Hodge,17.11.1983
Hongjun Zhu,18.08.1981
Lingwei Li,26.01.1989
F Paddy Mulvihill,
Nick Hysong,09.12.1971
Nischan Daimer,19.07.1967
Robert Prentice,04.11.1923
Anita Liepina,17.11.1967
Hisanori Kitajima,16.10.1984
Lukasz Parszczynski,04.05.1985
Sonja Roman,11.03.1979
Kibwe Johnson,17.07.1981
Edward Cudworth,
Gabriela Andersen Schiess,20.05.1945
Rosa Andreina Rodriguez Pargas,02.07.1986
Karl Storch,21.08.1913
Lars Warming,21.06.1963
Haley Nicole Nemra,04.10.1989
Virgilio Tommasi,10.05.1905
Lee Troop,22.03.1973
Andreas Erm,12.03.1976
Luleseged Wale,29.05.1982
Rima Taha,22.03.1987
Marco Montelatici,25.08.1953
Leslie Mcknead,30.11.1923
Rudolf Wahlin,
Chris Pinnock,26.03.1979
Adolphe Ambowode,13.02.1958
Vania Silva,08.06.1980
Kriss Akabusi,28.11.1958
Hedi Dhaoui,15.02.1935
Jim Thorpe,28.05.1888
Nikolay Matyukhin,13.12.1968
Sergey Bubka,04.12.1963
Dallas Long,13.06.1940
Pentti Snellman,17.02.1926
Andrei Savescu,30.11.1926
Sven Lundgren,17.07.1891
Murielle Ahoure,23.08.1987
Kirk Baptiste,20.06.1963
Hanna Yaroshchuk,24.11.1989
Birger Haug,19.08.1908
Gote Ernst Hagstrom,07.09.1918
Paraskevi Papahristou 1,17.04.1989
Viron Athanasiadis,
Paul Geoffrey Geis,23.02.1953
Triyaningsih,15.05.1987
Yuriy Borzakovskiy,12.04.1981
Illias Fifa,16.05.1989
Rolf Haber,18.08.1962
Ilona Schoknecht Slupianek,24.09.1956
Hongjuan Song,04.07.1984
Chong Oh Hong,07.07.1925
Aadam Khamis,12.02.1989
Albert Marie,03.03.1957
Wieslaw Maniak,22.05.1938
Pasquale Busca,16.10.1948
Maiko Gogoladze,09.09.1991
Gizella Sasvari Csoka,13.11.1932
William Henry Wood,06.02.1881
Frederick Ameen Samara,06.04.1950
Istvan Encsi,01.02.1943
Jose Ignacio Diaz,22.11.1979
Amine Laalou,13.05.1982
Kenneth Wiesner,17.02.1925
Mohamed Gammoudi,11.02.1938
Ryuji Ono,27.01.1985
Beata Naigambo,11.03.1980
Theodore Hartmann Just,23.04.1886
Denisa Rosolova,21.08.1986
James Noel Carroll Alder,10.06.1940
John Hawkins,08.06.1949
Zoltan Kovago,10.04.1979
Fernando Matos Fernandes,07.06.1920
Aleksandr Prokopchuk,02.05.1967
Janusz Sidlo,19.06.1933
Hamid Naif,30.11.1928
Bert Van Vlaanderen,25.11.1964
Louise Miller,09.03.1960
Jose Magalhaes,30.10.1954
Axel Harstedt,28.02.1987
Brit Mcroberts,10.02.1957
Rafal Augustyn 1,14.03.1984
Mahau Suguimati,13.11.1984
Viggo Jensen,22.06.1874
Marta Jeschke,02.06.1986
Angela Pain,08.02.1962
Kellys Arias,03.07.1989
George Jefferson,28.02.1910
Valbjorn Thorlaksson,09.06.1934
James Corkery,
Alain Blondel,07.12.1962
Vanderlei De Lima,11.08.1969
Lehann Fourie,16.02.1987
Raysa Sanchez,06.05.1988
Laslo Babits,17.04.1958
Ekaterini Thanou,01.02.1975
Mhadjou Youssouf,05.06.1990
John F O Connell,
Anna Rogowska,21.05.1981
Peter Elliott,09.10.1962
Hup Wei Lee,05.05.1987
John Woodruff,05.07.1915
Alina Fodorova,31.07.1989
Noboru Okamoto,19.02.1937
Lauren Boden,03.08.1988
Walt Davis,05.01.1931
Thanh Ngung Nguyen,08.04.1992
Douglas Paul Lytle,07.08.1962
Toimi Tulikoura,19.02.1905
Mihaly Esztergomi,30.11.1911
Ilham Tanui Ozbilen,05.03.1990
Kenji Kimihara,20.03.1941
Sergey Ivanov 1,12.01.1979
Zdenek Lubensky,03.12.1962
Julio Rodolfo Ortiz Figueroa,18.07.1947
Amanda Bingson,20.02.1990
Olga Fikotova,13.11.1932
Idrissa Sanou,12.06.1977
Ion Pool,
Michal Bartoszak,21.06.1970
Maria Dolores Pulido,01.10.1974
Bill Porter,24.03.1926
Luis Miguel Martin,11.01.1972
Camille Van De Velde,04.02.1903
David Moorcroft,10.04.1953
Piotr Malachowski,07.06.1983
Assefa Mezgebu,19.06.1978
Maria Pilar Menendez De Cox,12.10.1954
Johnson O Amoah,15.08.1940
Beat Gahwiler,26.01.1965
Ihor Hlavan,25.09.1990
Alice Chelangat,27.12.1976
Costica Balan,25.08.1964
Gerhart Hecker,11.09.1933
Jing Wang 1,26.03.1988
Massimo Bertocchi,27.09.1985
Steinar Hoen,08.02.1971
Maria Lelut Rebelo,29.01.1956
Ramon Miller,17.02.1987
Wegam Sumb,12.03.1930
Benjamin Keleketu,06.02.1965
Harvey Cohn,04.12.1884
Luminita Zaituc,09.10.1968
Ahmad Hazer,04.09.1989
Woroud Sawalha,03.11.1991
Clyde Scott,29.08.1924
Willy Scharer,20.09.1903
Brendan Christian,11.12.1983
Atsushi Sato,08.05.1978
Romualdas Bitte,01.03.1944
Laura Reynolds,21.01.1989
Glenn Morris,18.06.1912
Scott Overall,09.02.1983
Johanes Nicolaas Maria Kulker,15.08.1959
Cameron Levins,28.03.1989
Christopher Lima Da Costa,19.01.1988
Gyula Toth 1,12.04.1936
Denis Carey,06.08.1872
Antonina Ivanova,25.12.1932
Laswell Ngoma,10.06.1942
Pauline Curley,10.03.1969
Noah Kiprono Ngenyi,02.11.1978
Chiara Rosa,28.01.1983
Victor Houston,24.02.1974
Karsten Stolz,23.07.1964
Larisa Mikhalchenko,16.05.1963
Gerhard Sperling,15.11.1937
Pierre Alard,17.09.1937
Ernst Fast,21.01.1881
Inna Lasovskaya,17.12.1969
Tabitha Tsatsa,18.09.1972
Dean Bryan Smith,01.11.1967
Davis Kamoga,17.07.1968
Anatoli Vedyakov,21.12.1930
Andrey Nazarov,09.01.1965
Julia Fischer,01.04.1990
Genzebe Dibaba,08.02.1991
Grete Heublein,29.01.1908
Abdil Ceylan,30.04.1983
Howard William Timms,09.07.1944
Viktor Markin,23.02.1957
Koji Murofushi,08.10.1974
Karel Pribyl,18.09.1899
Dwight Stones,06.12.1953
Yusuf Saad Kamel,29.03.1983
Craig Dixon,03.03.1926
Justin Arop,24.03.1957
Ryszard Katus,29.03.1947
Sharolyn Scott,27.10.1983
Ellen Rochefort,22.11.1954
Getuli Bayo,07.06.1980
Cy Young,23.07.1928
Per Stavem,01.03.1926
Mikhail Krivonosov,01.05.1929
Adelina Gavrila,26.11.1978
Josiah Mccracken,30.03.1874
Edwin Flack,05.11.1873
Fatima Sulaiman Dahman,10.11.1992
Ivailo Charankov,18.11.1933
Myeongjun Son,17.01.1994
Colin Reitz,06.04.1960
Paul Terek,20.10.1979
Mohamed Ahmed Sulaiman,21.11.1969
Tjipekapora Herunga,01.01.1988
Yoshihisa Ishida,19.05.1944
Martin Stokken,16.01.1923
Marily Dos Santos,05.02.1978
Benjamin Compaore,05.08.1987
Gisele De Oliveira,01.08.1980
Wilhelm Kreigsman,25.10.1886
Mike Smith,16.09.1967
Olena Burkovska,09.08.1981
Andrei Mikhnevich,12.07.1976
Lubomir Nadenicek,11.03.1947
Antje Moldner Schmidt,13.06.1984
Tim Bright,28.07.1960
Patricia Girard,08.04.1968
Mauricio Arteaga,08.08.1988
Kaarina Kyllikki Koivuniemi,13.04.1932
Changzhou Huang,20.08.1994
Julius Mutekanga,01.12.1987
Yulia Gushchina,04.03.1983
Bernard Ernst Berlinger,13.03.1908
Harry Prowell,10.07.1936
Krisztian Pars,18.02.1982
Sidney Herbert Hatch,18.08.1883
Charles Gmelin,28.05.1872
Maris Putenis,20.06.1982
Vaclav Chudomel,27.09.1932
Johan Lindqvist,29.08.1882
Axel A B Elofs,20.11.1903
Mohan Khan,06.09.1991
Ibolya Csak,06.01.1915
Mae Koime,14.12.1983
Marita Koch,18.02.1957
Tiandra Ponteen,09.11.1984
Herman Panzo,08.02.1958
Mekdes Bekele,20.01.1987
Robert Kotei,30.11.1936
Stefano La Rosa,28.09.1985
Amela Terzic,02.01.1993
Niklas Arrhenius,10.09.1982
Otis Davis,12.07.1932
Albert Hall,02.08.1934
Yoko Shibui,14.03.1979
Erkki Jarvinen,15.10.1904
Rashid Ramzi,17.07.1980
Martti Luomanen,05.03.1907
Toivo Loukola,02.10.1902
Rhonda Watkins,09.12.1987
Zakaria Barrie,29.05.1953
Kamiel Maase,20.10.1971
Yevgeni Mishulia,13.03.1964
Samson Ngoepe,28.01.1985
Douglas Sinkala,30.11.1943
Hedhili Ben Boubaker,30.11.1937
William Edward Eaton,20.04.1909
Patricia Taea,25.05.1993
Nicole Forrester,17.11.1976
Susan Julian Tooby,24.10.1960
Georges Norman,
Emmanuel Kipchirchir Mutai,12.10.1984
Kanematsu Yamada,16.09.1903
Shirley Cawley,26.04.1932
Herbert Irwin,
Nicolai Portelli,17.12.1981
Martha Ernstsdottir,22.12.1964
Oleksandr Klymenko,27.03.1970
Aleksandra Chudina,06.11.1923
Yingying Zhang,04.01.1990
Mihail Krassilov,05.03.1990
Elisabeth Mandaba,07.06.1989
Johannes Lauridsen,25.12.1930
Tomas Walsh,01.03.1992
Abel Kiviat,23.06.1892
Rifat Artikov,24.01.1983
Tatiana Skachko,18.08.1954
Juan Camacho,04.06.1957
Donald Forbes Macgregor,23.07.1949
Elisa Elly Van Hulst,09.06.1959
Ross Haywood,18.02.1947
Alemitu Bekele,17.09.1977
Daundre Barnaby,09.12.1990
Jozef Noji,08.09.1909
Jean Henault,21.06.1889
Fernando Lumain,18.10.1989
Heinz Joachim Rothenburg,09.04.1944
Innocent Egbunike,30.11.1961
Brutus Hamilton,19.07.1900
Paula Darcel Girven,12.01.1958
Fatiha Ouaali,28.10.1974
John Mclean,10.01.1878
Dimitrios Tsiamis,12.01.1982
Christine Ohuruogu,17.05.1984
Rashid Shafi Al Dosari,08.05.1981
Mildred Wiley,03.12.1901
Osvaldo Wenzel,25.10.1911
Jiri Dadak,07.03.1926
Abderrahime Bouramdane,23.06.1978
Gadissie Edato,15.03.1973
Leonid Voloshin,30.03.1966
Gaston Strobino,23.08.1891
Ruky Abdulai,08.08.1985
Aguelmis Rojas,28.03.1978
John Kuck,27.04.1905
Heinz Born,26.04.1948
Kokichi Tsuburaya,13.05.1940
Sera Martin,02.07.1906
J J Lee,
Debbie Flintoff King,20.04.1960
Henry Frayne,14.04.1990
Fani Khalkia,02.02.1979
Michael Bates,19.12.1969
Natalia Duco,31.01.1989
Yekaterina Bikert,13.05.1980
Richard Abrink,30.11.1888
Vladimir Letnicov,07.10.1981
Vincenza Sicari,19.03.1979
Georgiy Sheiko,24.08.1989
Bernard Williams Iii,19.01.1978
Pirjo Wilmi,08.06.1951
Ruth Bisibori Nyangau,02.01.1988
Paivi Alafrantti,08.05.1964
Damaso Luis Alfonso Reyes,11.12.1951
Mihail Stamatoyiannis,20.05.1982
Kate Smyth,22.09.1972
Tonny Wamulwa,08.08.1989
Dorando Pietri,16.10.1885
Steffen Uliczka,17.07.1984
Grigori Suchkov,30.11.1916
Svetla Zlateva,25.02.1952
Manuela Montebrun,13.11.1979
Chris Chataway,31.01.1931
Tamara Danilova,30.07.1939
Uwe Dunkel,03.11.1960
William Francis Mcmahon,03.03.1910
Hans Peter Gies,09.05.1947
Jon Arnar Magnusson,28.07.1969
Shane Brathwaite,08.02.1990
Mayookha Johny,09.04.1988
Grigoriy Andreev,07.01.1976
Glenn Hartranft,03.12.1901
Ivet Lalova,18.05.1984
Inger Miller,12.06.1972
Carlos O Connell,21.06.1963
Seongy2Dlak Kwon,
Dolores Checa,27.12.1982
Rene Wiriath,01.12.1899
Aisha Praught,14.12.1989
Muhammad Iqbal,12.07.1927
Roman Schurenko,14.09.1976
Grzegorz Sudol,28.08.1978
Hari Chand,01.04.1953
Ali Khamis Khamis,30.06.1995
Paul Blagg,23.01.1960
Karsten Kobs,16.09.1971
Moukheld Al Outaibi 1,20.06.1976
Anezka Drahotova,22.07.1995
